palabra,sentimiento
lesbiana,asco
lesbiana,negativo
lesbiana,tristeza
lesión,enfado
lesión,miedo
lesión,negativo
lesión,tristeza
lesionada,miedo
lesionada,negativo
lesionada,tristeza
lesionado,miedo
lesionado,negativo
lesionado,tristeza
lesionar,enfado
lesionar,miedo
lesionar,negativo
lesionar,tristeza
letal,asco
letal,miedo
letal,negativo
letal,tristeza
letargo,negativo
letargo,tristeza
letrada,anticipación
letrada,positivo
letrada,confianza
letrado,anticipación
letrado,positivo
letrado,confianza
letrinas,asco
letrinas,negativo
leucemia,enfado
leucemia,miedo
leucemia,negativo
leucemia,tristeza
levantamiento,enfado
levantamiento,anticipación
levantamiento,miedo
levantamiento,negativo
ley,confianza
leyendo,positivo
liberación,anticipación
liberación,alegría
liberación,positivo
liberación,confianza
liberación,anticipación
liberación,alegría
liberación,positivo
liberación,sorpresa
liberal,negativo
liberal,positivo
liberar,enfado
liberar,anticipación
liberar,alegría
liberar,positivo
liberar,sorpresa
liberar,confianza
libertad,alegría
libertad,positivo
libertad,confianza
libertad,anticipación
libertad,alegría
libertad,positivo
libertad,sorpresa
libertad,confianza
libertad condicional,anticipación
libertad condicional,anticipación
libertad condicional,miedo
libertad condicional,tristeza
libertad de acción,positivo
libertinaje,asco
libertinaje,miedo
libertinaje,negativo
libidinoso,negativo
libra,enfado
libra,negativo
libra esterlina,enfado
libra esterlina,anticipación
libra esterlina,alegría
libra esterlina,negativo
libra esterlina,positivo
libra esterlina,confianza
librar,anticipación
librar,positivo
libre,negativo
libremente,alegría
libremente,positivo
libremente,confianza
librería,positivo
libresco,positivo
líder,positivo
líder,confianza
líder,confianza
liga,positivo
ligar,anticipación
ligar,alegría
ligar,negativo
ligar,positivo
ligar,sorpresa
ligar,confianza
limitada,enfado
limitada,negativo
limitada,tristeza
limitado,enfado
limitado,negativo
limitado,tristeza
limo,asco
limón,asco
limón,negativo
limosna,negativo
limosna,tristeza
limpiamente,positivo
limpiando,positivo
limpiar,alegría
limpiar,positivo
limpiar,confianza
limpiar,positivo
limpieza,positivo
limpieza,positivo
linchar,enfado
linchar,asco
linchar,miedo
linchar,negativo
linchar,tristeza
linda,positivo
líneas,miedo
lingüista,positivo
lingüista,confianza
lío,asco
lío,negativo
lira,alegría
lira,positivo
lírico,alegría
lírico,positivo
lisiada,miedo
lisiada,negativo
lisiada,tristeza
lisiada,negativo
lisiada,tristeza
lisiado,miedo
lisiado,negativo
lisiado,tristeza
lisiado,negativo
lisiado,tristeza
lista,positivo
lista,confianza
lista de verificación,positivo
lista de verificación,confianza
listo,anticipación
litigante,negativo
litigar,enfado
litigar,anticipación
litigar,asco
litigar,miedo
litigar,negativo
litigar,tristeza
litigio,negativo
litigioso,enfado
litigioso,asco
litigioso,negativo
lívida,enfado
lívida,asco
lívida,negativo
lívido,enfado
lívido,asco
lívido,negativo
llaga gangrenosa,enfado
llaga gangrenosa,asco
llaga gangrenosa,negativo
llamadas,anticipación
llamadas,negativo
llamadas,confianza
llamativo,asco
llamativo,negativo
llamativo,sorpresa
llamativo,negativo
llanto,tristeza
llave inglesa,negativo
llegada,anticipación
llegar,anticipación
llenar,confianza
lleno de alegría,alegría
lleno de alegría,positivo
lleno de savia,confianza
llorando,negativo
llorando,tristeza
llorar,negativo
llorar,tristeza
llorar,negativo
llorar,tristeza
llorar,negativo
llorar,tristeza
lloroso,asco
lloroso,miedo
lloroso,tristeza
lluvioso,tristeza
lo completo,positivo
lo más fuerte,enfado
lo más fuerte,negativo
lo más honda,miedo
lo más hondo,miedo
loable,positivo
loable,confianza
loable,positivo
loable,anticipación
loable,alegría
loable,positivo
loable,sorpresa
loable,confianza
local,positivo
localizar,anticipación
loco,enfado
loco,miedo
loco,negativo
loco,enfado
loco,miedo
loco,negativo
loco,tristeza
loco,asco
loco,negativo
loco,negativo
loco,tristeza
loco,negativo
loco,enfado
loco,miedo
loco,negativo
loco,sorpresa
locura,negativo
locura,enfado
locura,asco
locura,miedo
locura,negativo
locura,tristeza
locura,enfado
locura,asco
locura,miedo
locura,negativo
locura,tristeza
locura,enfado
locura,miedo
locura,negativo
loda,asco
loda,negativo
lodo,asco
lodo,negativo
lodoso,asco
lodoso,negativo
lógico,positivo
lograr,alegría
lograr,positivo
lograr,confianza
logro,positivo
logro,anticipación
logro,alegría
logro,positivo
logro,confianza
logro,positivo
longevidad,positivo
lontananza,negativo
loro,asco
loro,negativo
lotería,anticipación
lozano,asco
lozano,negativo
lozano,tristeza
lucha,enfado
lucha,miedo
lucha,negativo
lucha,enfado
lucha,negativo
lucha,enfado
lucha,negativo
lucha,enfado
lucha,miedo
lucha,negativo
lucha,tristeza
lucha,negativo
luchada,enfado
luchada,miedo
luchada,negativo
luchada,tristeza
luchado,enfado
luchado,miedo
luchado,negativo
luchado,tristeza
lucir,negativo
lugar de nacimiento,enfado
lugar de nacimiento,negativo
lujo,alegría
lujo,positivo
lujoso,anticipación
lujoso,alegría
lujoso,positivo
lujoso,alegría
lujoso,positivo
lujuria,anticipación
lujuria,negativo
luna de miel,anticipación
luna de miel,alegría
luna de miel,positivo
luna de miel,sorpresa
luna de miel,confianza
lunático,enfado
lunático,asco
lunático,miedo
lunático,negativo
lustre,alegría
lustre,positivo
lustroso,positivo
luto,negativo
luto,tristeza
luz de las estrellas,positivo
luz tenue,anticipación
luz tenue,alegría
luz tenue,positivo
luz tenue,sorpresa
madre,anticipación
madre,alegría
madre,negativo
madre,positivo
madre,tristeza
madre,confianza
madurar,anticipación
madurar,positivo
maduro,positivo
maestría,enfado
maestría,alegría
maestría,positivo
maestría,confianza
mafia,miedo
mafia,negativo
mágico,anticipación
mágico,alegría
mágico,positivo
mágico,sorpresa
magnetismo,positivo
magnetita,positivo
magnificencia,anticipación
magnificencia,alegría
magnificencia,positivo
magnificencia,confianza
magnífica,anticipación
magnífica,alegría
magnífica,positivo
magnífica,sorpresa
magnífica,confianza
magnífico,anticipación
magnífico,alegría
magnífico,positivo
magnífico,sorpresa
magnífico,confianza
soberbia,positivo
soberbio,positivo
maga,miedo
maga,sorpresa
maga,anticipación
maga,positivo
maga,sorpresa
mago,miedo
mago,sorpresa
mago,anticipación
mago,positivo
mago,sorpresa
majestad,positivo
majestad,confianza
majestuosa,anticipación
majestuosa,alegría
majestuosa,positivo
majestuosa,sorpresa
majestuosa,confianza
majestuosa,positivo
majestuoso,anticipación
majestuoso,alegría
majestuoso,positivo
majestuoso,sorpresa
majestuoso,confianza
majestuoso,positivo
mal,negativo
mal,tristeza
mal,enfado
mal,asco
mal,miedo
mal,negativo
mal,tristeza
mal,negativo
mal uso,negativo
mala administración,negativo
mala conducta,enfado
mala conducta,asco
mala conducta,negativo
mala conducta,sorpresa
mala conducta,asco
mala conducta,negativo
mala interpretación,negativo
malaria,asco
malaria,miedo
malaria,negativo
malaria,tristeza
malas hierbas,negativo
malas hierbas,tristeza
maldad,enfado
maldad,asco
maldad,miedo
maldad,negativo
maldad,asco
maldad,negativo
maldiciendo,enfado
maldiciendo,asco
maldiciendo,negativo
maldición,enfado
maldición,asco
maldición,miedo
maldición,negativo
maldición,tristeza
maldita sea,enfado
maldita sea,asco
maldita sea,negativo
maldito,enfado
maldito,miedo
maldito,negativo
maldito,tristeza
maldito,enfado
maldito,miedo
maldito,negativo
maldito,tristeza
maldito,negativo
malentendida,enfado
malentendida,negativo
malentendida,tristeza
malentendido,enfado
malentendido,negativo
malentendido,tristeza
malestar,negativo
malestar,tristeza
malévolo,enfado
malévolo,asco
malévolo,miedo
malévolo,negativo
malévolo,tristeza
malévolo,enfado
malévolo,negativo
malformación,negativo
malicia,enfado
malicia,miedo
malicia,negativo
malicioso,enfado
malicioso,asco
malicioso,miedo
malicioso,negativo
malicioso,tristeza
malignidad,miedo
malignidad,negativo
malignidad,tristeza
maligna,enfado
maligna,asco
maligna,negativo
maligna,enfado
maligna,miedo
maligna,negativo
maligno,enfado
maligno,asco
maligno,negativo
maligno,enfado
maligno,miedo
maligno,negativo
mala,enfado
mala,asco
mala,miedo
mala,negativo
mala,tristeza
malo,enfado
malo,asco
malo,miedo
malo,negativo
malo,tristeza
maloliente,asco
maloliente,negativo
malvada,miedo
malvada,negativo
malvado,miedo
malvado,negativo
malversación,negativo
mamá,confianza
maná,positivo
mancha,negativo
mancha,negativo
mancha,negativo
mancha,tristeza
manchar,asco
manchar,negativo
mancomunidad,positivo
mancomunidad,confianza
mandamus,miedo
mandamus,negativo
mandarín,positivo
mandarín,confianza
mandato,negativo
mandíbulas,miedo
manía,negativo
maníaco,enfado
maníaco,miedo
maníaco,negativo
maníaco,negativo
manifestación,miedo
manifestada,positivo
manifestado,positivo
manipulación,enfado
manipulación,miedo
manipulación,negativo
manipular,negativo
manivela,negativo
mansedumbre,positivo
manso,tristeza
manta,confianza
mantecoso,positivo
mantenimiento,confianza
manual,confianza
manual,confianza
maña,positivo
mañana,anticipación
máquina,confianza
maquinilla de afeitar,miedo
mar,negativo
mar,positivo
maravilla,positivo
maravilla,sorpresa
maravillosamente,alegría
maravillosamente,positivo
maravillosamente,alegría
maravillosamente,positivo
maravillosamente,sorpresa
maravillosa,alegría
maravillosa,positivo
maravilloso,alegría
maravilloso,positivo
maravillosa,alegría
maravillosa,positivo
maravillosa,alegría
maravillosa,positivo
maravillosa,sorpresa
maravillosa,confianza
maravillosa,positivo
maravilloso,alegría
maravilloso,positivo
maravilloso,alegría
maravilloso,positivo
maravilloso,sorpresa
maravilloso,confianza
maravilloso,positivo
marcada,positivo
marcado,positivo
marcha mala,enfado
marcha mala,asco
marcha mala,negativo
marcha mala,tristeza
marchitar,negativo
marchitar,tristeza
marchito,negativo
marchito,asco
marchito,negativo
marcial,enfado
marco de referencia,confianza
mareada,negativo
mareado,negativo
mareo,negativo
margen,negativo
margen,tristeza
marica,negativo
marina,confianza
mariscal,positivo
mariscal,confianza
marqués,positivo
martingala,negativo
mártir,miedo
mártir,negativo
mártir,tristeza
martirio,miedo
martirio,negativo
martirio,tristeza
marzo,positivo
más alto,anticipación
más alto,miedo
más alto,alegría
más alto,negativo
más alto,positivo
más alto,sorpresa
más bajo,negativo
más bajo,tristeza
mas grande,asco
mas grande,sorpresa
mas grande,confianza
mas joven,positivo
más viejo,tristeza
masa,enfado
masa,miedo
masa,negativo
masacre,enfado
masacre,asco
masacre,miedo
masacre,negativo
masacre,tristeza
masaje,alegría
masaje,positivo
mascota,negativo
masculino,positivo
mascullar,negativo
masoquismo,enfado
masoquismo,asco
masoquismo,miedo
masoquismo,negativo
matadero,enfado
matadero,asco
matadero,miedo
matadero,negativo
matadero,tristeza
matanza,enfado
matanza,asco
matanza,miedo
matanza,negativo
matanza,tristeza
matanza,sorpresa
matar,miedo
matar,negativo
matar,tristeza
matar,enfado
matar,negativo
matemático,confianza
materialismo,negativo
materialista,asco
materialista,negativo
maternidad,alegría
maternidad,positivo
maternidad,confianza
materno,anticipación
materno,negativo
materno,positivo
matón,enfado
matón,miedo
matón,negativo
matón,enfado
matón,asco
matón,miedo
matón,negativo
matrimonio,anticipación
matrimonio,alegría
matrimonio,positivo
matrimonio,confianza
matrimonio,anticipación
matrimonio,alegría
matrimonio,positivo
matrimonio,confianza
matriz,positivo
matrona,positivo
matrona,confianza
mausoleo,tristeza
máxima,confianza
máximo,positivo
mayor,positivo
mayor,confianza
mayor,positivo
mayor,positivo
mayordomo,positivo
mayordomo,confianza
mayordomo,positivo
mayordomo,confianza
mayoria,alegría
mayoria,positivo
mayoria,confianza
mazmorra,miedo
mazmorra,negativo
mazo,miedo
mazo,negativo
mecenazgo,positivo
mecenazgo,confianza
medalla,anticipación
medalla,alegría
medalla,positivo
medalla,sorpresa
medalla,confianza
mediación,positivo
mediador,anticipación
mediador,positivo
mediador,confianza
mediar,anticipación
mediar,positivo
mediar,confianza
médico,anticipación
médico,miedo
médico,positivo
médico,confianza
médico,positivo
médico,confianza
medida,confianza
medio camino,negativo
mediocre,negativo
mediocridad,negativo
meditar,anticipación
meditar,alegría
meditar,positivo
meditar,confianza
mediterráneo,positivo
médula,alegría
médula,positivo
médula,confianza
médula,positivo
médula,confianza
mejora,alegría
mejora,positivo
mejora,confianza
mejorada,positivo
mejorado,positivo
mejoramiento,positivo
mejorando,positivo
mejorar,positivo
mejorar,positivo
mejorar,anticipación
mejorar,alegría
mejorar,positivo
mejorar,confianza
melancolía,negativo
melancolía,tristeza
melancólico,negativo
melancólico,tristeza
melancólico,negativo
melancólico,tristeza
melodrama,enfado
melodrama,negativo
melodrama,tristeza
memorable,alegría
memorable,positivo
memorable,sorpresa
memorable,confianza
memoriales,tristeza
mendicidad,negativo
mendigar,negativo
mendigar,tristeza
mendigo,negativo
mendigo,tristeza
menguar,negativo
menguar,tristeza
menor,asco
menor,negativo
menospreciar,enfado
menospreciar,asco
menospreciar,negativo
menospreciar,tristeza
mensajero,confianza
mensajero,confianza
menstruo,positivo
mentira,enfado
mentira,negativo
mentira,enfado
mentira,asco
mentira,negativo
mentira,tristeza
mentiras,asco
mentiras,negativo
mentiroso,asco
mentiroso,negativo
mentor,positivo
mentor,confianza
mercancía,miedo
mercancía,negativo
mercenario,miedo
mercenario,negativo
merecer,enfado
merecer,anticipación
merecer,positivo
merecer,confianza
merecida,positivo
merecido,positivo
mérito,positivo
mérito,confianza
meritorio,alegría
meritorio,positivo
meritorio,confianza
mermelada,positivo
merodear,miedo
merodear,sorpresa
mesurada,positivo
mesurada,confianza
mesurado,positivo
mesurado,confianza
metálico,positivo
metanol,negativo
metástasis,negativo
metralla,miedo
metropolitano,positivo
mezquita,enfado
microscopía,positivo
microscopio,confianza
mieda,anticipación
mieda,miedo
mieda,negativo
mieda,sorpresa
miedo,anticipación
miedo,miedo
miedo,negativo
miedo,sorpresa
miel,positivo
mierda,asco
mierda,negativo
mierda,enfado
mierda,asco
mierda,negativo
milagro,anticipación
milagro,alegría
milagro,positivo
milagro,sorpresa
milagro,confianza
milagroso,alegría
milagroso,positivo
milagroso,sorpresa
milicia,enfado
milicia,miedo
milicia,negativo
milicia,tristeza
militar,miedo
mimar,asco
mimar,negativo
mimetismo,negativo
mimetismo,sorpresa
mímica,positivo
minimizar,negativo
mínimo,negativo
ministerio,alegría
ministerio,positivo
ministerio,confianza
minoría,negativo
miocardiopatía,miedo
miocardiopatía,negativo
miocardiopatía,tristeza
miopía,enfado
miopía,negativo
miopía,tristeza
mirada lasciva,asco
mirada lasciva,negativo
mirar boquiabierto,sorpresa
miserable,enfado
miserable,asco
miserable,negativo
miserable,tristeza
miseria,enfado
miseria,asco
miseria,miedo
miseria,negativo
miseria,tristeza
misericordia,positivo
misericordioso,positivo
misil,miedo
misionero,positivo
misterio,anticipación
misterio,sorpresa
misterioso,anticipación
misterioso,miedo
misterioso,sorpresa
misterioso,miedo
misterioso,negativo
misterioso,sorpresa
místico,sorpresa
mocasín,negativo
moco,asco
modales,positivo
modelo,positivo
moderador,positivo
moderador,confianza
moderar,positivo
modestia,positivo
modesto,positivo
modesto,confianza
modesto,positivo
modificar,sorpresa
moho,asco
moho,negativo
moho,negativo
molestar,enfado
molestar,asco
molestar,negativo
molestar,enfado
molestar,anticipación
